3	22	1992	1698	-1082
3	100	-1896	-94	-893
3	36	928	1807	-24
3	85	79	-1716	-610
3	41	-655	453	-212
3	33	1853	595	-1369
3	28	-407	702	-1647
3	49	449	1549	835
3	34	273	-214	-714
3	13	752	-1754	210
3	99	635	-1049	1409
3	28	-1556	-390	-917
3	61	-230	138	-1086
3	60	62	-882	1435
3	14	533	-515	-288
3	46	1556	112	532
3	32	1179	1671	904
3	100	1632	1103	-730
3	67	-1940	-229	-220
3	52	1909	1537	-498
3	67	1680	1835	87
3	66	-726	1976	1872
3	40	223	1703	1847
3	65	291	-360	-242
3	90	494	-1642	-781
3	93	-966	-1518	-894
3	56	-1254	456	-1668
3	38	-1869	-308	-1440
3	61	-1728	1550	-220
3	67	-1215	-554	-1595
3	13	-1055	-510	950
3	42	-1640	-816	-1136
3	47	1045	-1809	1529
3	21	345	-1252	338
3	70	516	435	951
3	82	1543	-1485	1005
3	10	1172	1073	-1383
3	100	-1528	-1424	1132
3	9	1844	252	-1907
3	64	-579	-1332	-1563
3	30	-25	-984	1478
3	52	1596	648	1983
3	39	-300	-482	-1786
3	22	-86	-1382	1945
3	88	1120	-142	-92
3	27	674	1696	-516
3	55	-1061	-320	-639
3	29	-1406	-1597	-75
3	65	884	-1113	994
3	73	-1589	224	697
3	104	-1212	-1579	63
3	95	1720	-790	1107
3	100	1951	1238	-2000
3	103	1637	1312	-140
3	99	-1186	-1728	1469
3	62	250	620	-1952
3	96	1100	67	469
3	101	609	375	-1539
3	21	-1636	36	-1279
3	58	1020	-1851	1146
3	41	861	1982	-1173
3	69	492	-1394	1586
3	57	1261	208	384
3	60	766	452	-818
3	48	1462	-1247	-1333
3	13	1161	-595	-1047
3	60	-1853	1898	736
3	8	-1447	119	-543
3	29	-612	-1684	1811
3	47	912	-1190	-1283
3	68	1309	-958	-1612
3	96	1697	1143	-915
3	12	-767	-27	1890
3	71	668	-468	491
3	14	-515	-808	-1407
3	62	814	360	-161
3	40	1443	413	-595
3	57	129	1612	-1202
3	104	-826	1588	-1527
3	93	1533	580	-231
3	64	142	-1191	1642
3	33	1754	-1058	-770
3	79	1523	-1543	1226
3	102	-1783	-387	-1734
3	102	732	1235	379
3	103	-245	315	-1947
3	17	-244	371	620
3	48	-628	242	-1577
3	37	-1999	749	-1524
3	90	-1531	-790	460
3	53	665	-1997	-947
3	5	173	-127	1935
3	69	827	-1769	-894
3	48	-1542	-1621	608
3	65	291	883	-1455
3	7	1383	1457	-1203
3	70	-1893	-241	1212
3	66	-480	1859	-120
3	88	-1234	1803	1362
3	19	-507	-1159	1596
3	53	1167	-1291	-1844
3	98	1455	-1512	-151
3	29	-1018	-1819	-1043
3	71	878	425	-1107
3	37	952	772	-1134
3	90	935	1900	-332
3	33	690	1724	1463
3	54	-24	1406	-620
3	98	-370	-1421	236
3	59	1452	-612	1273
3	61	-1627	94	1906
3	104	-1909	1562	1898
3	91	172	-426	1692
3	10	602	-1861	-1655
3	54	1338	-789	-1926
3	82	617	1000	1178
3	78	696	865	1611
3	18	879	-407	-438
3	24	805	1798	-1789
3	57	-1773	1973	-1914
3	8	-782	-1200	-286
3	98	-8	-416	108
3	96	1631	1887	-750
3	18	-1996	-1262	1744
3	20	910	-1493	351
3	92	110	-1972	-132
3	93	-1638	-1938	-269
3	37	88	-1187	-1164
3	64	783	-1251	882
3	22	-904	1944	-94
3	93	187	-876	-1256
3	6	172	909	1123
3	62	1717	-741	-1866
3	99	-501	360	-370
3	29	1984	-1790	1348
3	63	1362	-1231	989
3	73	1802	1720	-1168
3	70	-1603	1876	562
3	102	589	1256	-498
3	68	-363	622	1172
3	37	1824	61	1446
3	35	1072	-479	714
3	6	60	1006	-748
3	43	759	-1062	1257
3	18	383	18	1811
3	50	1916	-778	1471
3	55	1799	-1933	1178
3	79	98	341	799
3	51	1477	-1876	1060
3	96	-1372	278	-475
3	33	1208	-285	-1969
3	7	1142	811	1356
3	78	-371	-946	-1031
3	11	1471	-1140	-1720
3	86	-987	1244	1893
3	71	652	1633	-546
3	31	-43	-1453	-368
3	53	-89	-143	-162
3	13	963	-782	964
3	31	297	-298	80
3	55	451	-410	139
3	28	554	1072	-1902
3	23	138	-558	-1817
3	35	-123	-639	-1911
3	30	1923	-1618	-1520
3	68	509	-256	1687
3	90	1096	1806	1787
3	65	672	-865	814
3	91	-1617	1286	1129
3	82	749	295	-66
3	27	-1545	-805	-128
3	81	-1947	-548	-1186
3	54	1990	216	-777
3	20	1293	-321	-1224
3	67	869	596	1890
3	18	807	-408	992
3	90	-314	-1586	990
3	41	1411	1308	-750
3	40	-126	-1403	-1774
3	73	945	-692	-217
3	70	1021	-432	-1488
3	50	-454	-1680	713
3	41	1977	588	-1339
3	35	-180	900	851
3	90	-1575	1194	1365
3	56	871	-1048	1422
3	63	1486	1513	-467
3	74	-228	-932	-232
3	62	-1015	-1838	1907
3	44	-539	-1365	-1349
3	77	893	27	-425
3	52	-1102	1870	-996
3	74	-1212	-295	883
3	81	451	876	377
3	82	-512	-1280	1532
3	68	-1238	74	-714
3	14	1145	-1490	-968
3	9	90	-270	-1330
3	82	-1512	163	66
3	61	-56	1032	-86
3	72	275	-130	-1342
3	14	-86	-936	1219
3	42	-88	1165	545
3	104	607	-1649	421
3	72	-1478	-1593	1971
3	38	831	1454	993
3	56	-1901	-526	1720
3	84	-1395	-1666	1959
3	95	197	1689	-1744
3	81	-1556	-1838	873
3	71	-390	231	-1505
3	16	-166	-303	471
3	79	680	816	1716
3	47	734	-951	486
3	90	1757	1123	683
3	101	681	1039	314
3	29	131	588	1019
3	42	651	-1152	1255
3	31	-1163	523	960
3	8	-493	-756	1649
3	96	-1258	66	-1337
3	40	-288	381	345
3	58	-1747	-1633	-1969
3	18	-1011	1160	-280
3	30	496	1300	-35
3	15	-442	-1733	-1485
3	14	-1536	1592	-117
3	42	698	-645	731
3	37	423	656	1888
3	24	1981	-1121	1995
3	91	1434	-1706	-201
3	19	654	1020	-1097
3	35	1868	1598	639
3	27	-1326	-685	-940
3	89	-1909	-1367	-686
3	55	372	-815	-1657
3	101	-78	-386	-160
3	46	-1168	-1024	657
3	66	-91	947	1604
3	19	-596	-68	-356
3	24	1233	342	551
3	52	30	992	-669
3	34	-1249	-1333	848
3	59	825	1230	-1415
3	37	-1418	856	-1642
3	23	1510	1371	1953
3	10	-343	289	1858
3	48	-836	-1727	1355
3	19	-151	457	-1723
3	19	1139	304	839
3	58	391	-1587	347
3	89	-1210	-1990	-894
3	74	1089	-1836	1098
3	41	937	-1668	1188
3	70	-643	-371	376
3	99	458	-1541	-39
3	34	1411	1093	1675
3	20	1676	-1249	511
3	60	1504	-628	1697
3	29	-763	-1929	1300
3	72	-1591	1868	-1990
3	11	1315	82	-966
3	51	1665	62	373
3	58	-203	-338	-692
3	77	828	1791	-1908
3	96	576	520	-1185
3	99	-439	1463	1939
3	16	528	116	-386
3	45	-965	493	1559
3	59	-1635	-1219	-378
3	7	860	1922	-1826
3	21	-1901	926	-1436
3	46	164	-857	2
3	73	-1770	721	-784
3	87	1914	-12	-394
3	28	-1598	413	1660
3	68	1397	358	-1072
3	39	719	361	257
3	8	-1011	679	-735
3	10	-969	1920	1123
3	91	1101	-1809	-1090
3	85	-908	-628	1905
3	12	-1380	178	-462
3	5	1651	-1908	50
3	95	1497	671	1975
3	12	1295	-1133	-1995
3	82	-1931	800	-1854
3	52	1936	-159	1491
3	43	-1769	-1446	-295
3	88	-1874	-1327	667
3	22	34	-1241	-1831
3	5	-1255	-1555	-524
3	22	-422	-1325	-1462
3	62	299	-1491	703
3	45	-590	-1182	-1860
3	56	-1955	-1064	1045
3	65	1510	-346	-224
3	5	1336	-1875	938
3	76	55	86	-151
3	44	-1290	1270	-640
3	65	-954	481	-733
3	21	668	-1776	-170
3	5	-504	-1145	-1499
3	71	101	1997	1371
3	100	1710	-44	-1319
3	49	19	147	325
3	53	576	-813	367
3	81	-369	-207	-1321
3	86	1153	-1748	1260
3	81	-573	1708	-57
3	75	1736	76	-1397
3	101	-651	1403	354
3	50	1193	516	-263
3	16	-1776	1536	-1657
3	30	-1049	632	-1363
3	11	-356	258	1496
3	80	-1293	-969	-1724
3	12	-1702	-1180	387
3	43	-1874	1469	306
3	53	1186	1553	-996
3	17	-1968	1013	1777
3	26	-1785	-57	-1064
3	73	-1380	-1404	-229
3	45	538	1241	-1390
3	9	1208	1956	1446
3	95	-1722	-472	-1117
3	73	1593	-1720	-1938
3	103	-1706	609	1044
3	76	-1856	-912	1652
3	87	1139	-963	379
3	51	-688	888	-1354
3	31	-1685	1978	1008
3	13	1261	339	-844
3	73	715	-129	-131
3	66	-789	-513	848
3	41	-49	-1785	-901
3	71	-691	1272	-1264
3	91	1934	155	236
3	52	1996	-1174	637
3	15	11	-329	-522
3	88	-873	1544	1403
3	36	1059	-1636	-263
3	53	220	1267	-1310
3	94	-963	39	941
3	43	1609	-176	809
3	95	-1749	-1906	1847
3	74	142	-738	-428
3	69	1560	-1280	-1028
3	8	-637	697	-1110
3	93	59	1904	1449
3	19	-1170	1782	389
3	66	1809	-1075	-805
3	59	-1998	-1039	1145
3	86	-97	545	-1576
3	50	-480	-181	-1774
3	67	410	-217	1589
3	13	-865	-1042	-1597
3	92	1535	1276	114
3	50	-1559	-398	565
3	16	1006	84	-868
3	26	587	-421	-131
3	48	697	-84	-405
3	58	-1368	-1288	-959
3	69	1502	1526	-1659
3	60	-753	1666	-1346
3	82	-1534	-1032	1777
3	12	-1028	1904	1080
3	86	1116	-1564	121
3	46	1335	546	1614
3	87	-255	1365	1940
3	68	957	519	1417
3	30	1730	1210	527
3	41	-1641	-1757	-287
3	13	-1848	1166	1877
3	97	-1736	413	1854
3	13	-60	-970	-1356
3	59	99	1433	-748
3	22	-1348	-1881	1146
3	45	965	1490	142
3	73	-1330	686	713
3	84	-20	-420	-1696
3	104	-914	1994	-831
3	56	1050	-1966	952
3	75	-1172	-563	-83
3	78	1613	-733	1720
3	64	1051	-1935	500
3	55	145	-224	-389
3	53	46	-934	972
3	75	-1592	-301	1134
3	96	708	-1226	-1270
3	38	-507	-602	1120
3	95	-1401	1491	654
3	6	-795	-512	1472
3	79	-338	1100	902
3	96	-9	-1482	-1741
3	58	-463	-415	-1893
3	7	12	821	-730
3	8	1203	-1404	-1707
3	49	1276	1508	-315
3	84	691	988	570
3	90	-1722	728	894
3	10	-853	322	-1135
3	89	778	190	1148
3	61	1699	140	1826
3	23	-1102	-1007	1792
3	22	-150	1160	-785
3	11	1357	-1626	1416
3	66	-235	1986	-591
3	21	-1700	169	-1594
3	5	329	1284	916
3	8	177	1106	1512
3	56	-55	-1505	-1910
3	68	1872	-230	-1105
3	88	-1918	1311	-1743
3	85	1420	-1164	1208
3	79	687	1461	-1268
3	25	483	-477	921
3	69	1511	1819	1146
3	90	-189	-199	67
3	92	-1855	-1130	-65
3	91	1225	152	-809
3	12	1909	-832	-1707
3	20	1744	-735	-1472
3	91	-1645	-1538	-1952
3	81	612	1323	791
3	73	24	1610	407
3	93	-62	10	1588
3	97	1421	-582	1546
3	9	646	1115	-433
3	44	-259	1438	-1224
3	99	-1305	137	-1217
3	29	468	1030	1328
3	39	867	-218	747
3	70	-1307	1755	1331
3	99	1640	-611	-1593
3	49	-471	966	1842
3	78	1005	-1145	1839
3	94	-497	65	-853
3	51	1459	-1784	1717
3	52	945	1164	680
3	34	244	497	-1307
3	33	895	-1188	1128
3	57	1369	-17	392
3	22	-184	-718	652
3	79	1969	452	-1338
3	49	989	-1233	1860
3	18	-279	213	1231
3	71	1732	315	768
3	89	-991	720	745
3	20	-1817	-588	-703
3	21	518	226	926
3	39	-421	799	-457
3	12	-402	1937	1717
3	103	-1196	1050	-973
3	20	191	-508	-180
3	14	-586	180	1641
3	86	1754	978	-960
3	76	-1612	1031	-1100
3	45	1582	-1395	209
3	23	145	1525	-1408
3	15	-1740	1003	-1250
3	41	1542	267	-784
3	97	1666	-89	443
3	38	1924	-999	-37
3	104	1032	1697	-895
3	30	1509	-1761	314
3	46	-564	-683	-1093
3	35	-759	-849	-1658
3	103	-1843	-1538	-73
3	30	1250	-700	-1321
3	85	-1456	-648	1102
3	21	-596	-1969	925
3	6	1258	-74	957
3	36	1989	1118	-108
3	22	-1685	247	-477
3	6	-347	-1847	-263
3	90	1689	-211	1636
3	20	-722	1158	1025
3	46	249	61	1418
3	91	133	1807	-661
3	69	224	1159	898
3	13	-154	294	724
3	82	-740	-1629	-1781
3	92	-64	-1555	1914
3	83	1895	44	1842
3	97	1607	-877	1812
3	86	-1016	-1516	-711
3	22	363	-44	1246
3	38	-1995	-1871	107
3	43	-1943	-1245	62
3	49	439	-1406	1590
3	12	-668	925	-468
3	92	997	-1027	-1816
3	11	795	-1165	1494
3	63	919	1016	-89
3	79	-1694	-1240	-1294
3	70	235	-158	128
3	87	475	533	1819
3	46	-1913	1570	-153
3	29	250	1390	-241
3	22	-226	-63	-281
3	17	722	1581	-1928
3	65	-1642	-758	1997
3	7	449	960	342
3	52	1827	614	202
3	93	-1109	1178	-633
3	98	-1159	1419	-1559
3	54	551	-1909	-599
3	68	-1320	1817	604
3	28	474	245	1583
3	83	-1247	1420	1711
3	103	-1858	-1967	1827
3	38	-1257	1603	-3
3	93	1500	-1470	-1189
3	104	1073	1605	1851
3	77	1189	-1527	1582
3	71	-1307	1264	-357
3	50	-1227	-1937	-1012
3	75	-602	-1292	-632
3	28	-1396	-468	-1367
3	20	1408	-311	1174
3	38	-1379	-516	1843
3	31	1144	876	459
3	40	-1318	707	1542
3	37	-1711	-1892	1405
3	31	-724	-545	837
3	29	477	912	563
3	76	-841	-1790	-1087
3	64	-1550	-1262	1898
3	95	-28	-921	-285
3	47	1959	722	-1968
3	15	-842	-1095	-413
3	14	1615	-255	849
3	75	-1892	1103	-55
3	91	182	-222	186
3	35	-1889	1612	-906
3	96	-1357	1249	619
3	89	-829	267	-286
3	45	470	859	-943
3	8	-1789	-829	-1357
3	38	-158	-1185	-623
3	61	-586	397	279
3	52	-1236	995	1198
3	87	1362	-1141	-1023
3	8	1439	-1453	-499
3	10	1806	1584	979
3	82	-1458	1231	416
3	96	-667	-1671	1576
3	69	-29	554	-1387
3	79	-722	-296	-503
3	29	-1015	-898	1512
3	32	12	783	-1388
3	61	1009	-1186	1494
3	6	831	1078	1241
3	16	-1269	852	-394
3	19	-1700	-1087	-383
3	102	1369	-1092	-492
3	67	580	-528	-195
3	15	760	1943	322
3	101	98	-1429	-1303
3	83	1976	900	-461
3	9	67	1479	632
3	98	-1568	814	-679
3	11	-1006	-1647	-1734
3	15	-1779	1745	1323
3	52	455	212	-1422
3	16	-455	-636	-1011
3	12	-1238	761	60
3	104	-1706	1529	593
3	94	1333	-635	1985
3	86	1178	-171	-432
3	17	-131	1541	1637
3	11	386	-1864	1591
3	103	-1392	1485	1641
3	29	225	257	1132
3	46	429	89	1018
3	98	-1860	-818	1644
3	67	-326	345	-134
3	50	-29	181	1398
3	19	-166	389	-578
3	93	-145	-1026	1578
3	59	1265	-1745	-1083
3	73	-1178	-1567	1385
3	18	1224	-1511	355
3	29	-942	1346	-909
3	70	1008	-787	532
3	64	-849	1213	-161
3	32	972	1299	968
3	62	531	1833	-1960
3	54	1406	1394	-485
3	49	1820	1920	-1914
3	17	768	-1353	-1076
3	70	-330	255	-494
3	101	-1746	1142	-935
3	41	-846	-1432	-782
3	71	458	-1565	1613
3	23	-235	-684	1469
3	25	506	-1941	-1007
3	34	-102	983	759
3	36	-424	1535	-217
3	9	899	-1323	-1527
3	19	628	-1929	-126
3	15	-849	1743	1679
3	101	1473	-845	1899
3	92	-1016	-305	122
3	99	1194	409	309
3	70	163	-1548	-1932
3	102	-26	493	-913
3	37	619	1821	499
3	69	-1105	1068	684
3	99	212	1493	-603
3	50	524	375	1070
3	14	1626	688	-1207
3	66	193	-1011	-1375
3	47	-1070	-633	493
3	61	1948	70	285
3	63	-72	-1115	-871
3	63	-1855	-1196	222
3	100	-615	1925	-1624
3	101	-1414	-1686	-1784
3	18	698	-1387	1712
3	13	1479	-8	1417
3	83	1883	1003	-182
3	73	717	677	1840
3	38	-1492	-79	-141
3	56	917	-683	967
3	89	929	-1143	910
3	21	-1331	-1375	-1061
3	84	-1427	194	1801
3	61	-1721	-25	544
3	62	1441	216	1211
3	21	1309	1772	-19
3	62	-277	1448	884
3	85	460	-387	-556
3	55	-726	-1374	1114
3	12	-1798	-675	-629
3	44	-1884	389	-1243
3	56	1412	884	-807
3	47	-657	681	-153
3	61	-301	1666	1179
3	24	1827	-732	1087
3	74	-1927	-1624	-556
3	93	-529	-937	46
3	35	-1102	-1889	-946
3	97	1061	1400	1551
3	101	-652	-641	1217
3	40	1905	1023	580
3	50	-1623	721	1042
3	47	1934	1159	-162
3	95	766	-1474	-662
3	10	802	363	-116
3	80	-974	5	233
3	57	1659	-87	-1145
3	102	-973	1688	360
3	77	-396	-1333	-246
3	69	533	450	321
3	75	1858	1441	426
3	97	-515	-653	977
3	87	-861	-325	420
3	87	1993	1855	-319
3	78	195	1444	417
3	60	-936	1949	-325
3	97	-252	554	-1971
3	5	1960	1074	-1647
3	76	-1365	286	-961
3	59	1651	-718	-1317
3	94	-950	-169	-1356
3	41	593	-1782	1948
3	20	-1885	-970	-1234
3	75	-637	713	1813
3	49	1470	46	1054
3	52	-193	1062	-455
3	104	943	-928	1768
3	81	1050	1375	-1747
3	56	-1810	-1544	1807
3	16	-1958	-611	248
3	61	-1297	-1589	-1421
3	91	-1737	80	685
3	54	282	19	1550
3	33	1123	-113	-1999
3	102	-1131	1692	-1750
3	92	-1737	-1998	-734
3	52	-914	1486	1950
3	61	-1773	-1271	-938
3	64	-1779	-421	-1352
3	68	917	-479	-778
3	79	1811	1593	-1477
3	61	415	-1663	-712
3	76	1283	1034	971
3	32	1461	-135	690
3	73	1899	-828	517
3	33	-155	-1305	1965
3	102	-857	263	-377
3	83	1269	1910	-672
3	49	-508	1591	-1164
3	6	-1235	301	-1903
3	50	125	1131	701
3	89	-804	-1619	-812
3	88	-818	455	-1349
3	18	-519	1201	-1069
3	28	757	-1633	1772
3	50	56	-1509	1878
3	78	1305	-401	-258
3	54	1555	-398	1898
3	56	-382	406	1792
3	35	922	-844	-1822
3	80	-1440	1558	714
3	47	1956	-1619	711
3	86	-1657	1289	689
3	28	-145	574	-982
3	79	-124	-945	-1912
3	6	-1151	1077	-973
3	28	174	350	904
3	22	-1174	-219	1927
3	80	-438	-1917	692
3	74	488	-1976	-1660
3	74	1814	1071	375
3	55	72	-1108	-1118
3	18	-1613	-1165	-1899
3	53	1658	1464	-1587
3	45	1064	-1370	-1415
3	78	21	1583	-406
3	61	1163	-440	447
3	61	-1960	1028	1602
3	47	-1529	224	92
3	49	-555	1636	343
3	48	-1304	378	1694
3	100	-1049	1935	-502
3	14	-1933	174	-944
3	63	163	1561	1734
3	57	-1227	-1230	1941
3	37	-1681	502	-677
3	35	-1437	1259	-1383
3	75	1854	687	-1771
3	87	307	384	1363
3	37	346	-1865	1268
3	37	-585	1115	-967
3	22	711	-1926	-436
3	25	-1691	1718	1876
3	42	1263	821	-481
3	42	-664	-1208	983
3	97	-397	-79	1532
3	13	540	51	-1947
3	89	163	-1834	1528
3	60	136	-558	-863
3	27	1734	-1846	931
3	48	1133	-173	-503
3	18	685	-74	1894
3	52	-441	-1211	-1870
3	100	9	-1385	1722
3	68	-595	1734	749
3	8	1949	1583	698
3	91	295	-932	-306
3	62	224	-3	-564
3	54	1258	1979	-1197
3	74	1883	1444	-931
3	94	-1157	-917	-964
3	42	86	-1664	-142
3	68	1744	75	-1706
3	49	-121	1426	1655
3	45	-515	287	1947
3	86	-827	-75	-1832
3	22	-1001	13	864
3	99	846	148	789
3	66	-228	-575	383
3	102	385	-407	-1075
3	13	-1247	678	-68
3	87	-279	1469	8
3	46	1857	1457	-559
3	81	-1602	236	-1588
3	79	-773	502	-1887
3	58	-1841	-80	416
3	51	-1903	1437	352
3	77	322	-435	419
3	46	-1893	682	662
3	86	961	-1440	1280
3	11	-586	-1127	-193
3	37	1885	937	-787
3	39	-1198	1169	1800
3	60	43	-1942	1562
3	49	1483	-384	1668
3	70	-876	1817	-81
3	90	-417	702	53
3	7	568	-135	69
3	66	1247	1794	-60
3	56	1036	1981	-1866
3	59	-1657	1619	-914
3	11	853	1103	-433
3	15	-1804	-874	-1506
3	7	1990	-488	-1050
3	39	-1532	-331	1529
3	68	-495	690	1891
3	22	-1139	1279	-1680
3	101	943	-1987	860
3	65	1705	-1849	-588
3	7	-302	1430	-215
3	68	-104	1322	1937
3	41	571	-1868	-1641
3	70	-236	382	-1810
3	77	-1195	-534	-1517
3	20	-1667	-1590	-845
3	53	-1128	-1524	-994
3	31	-1427	88	-1590
3	86	891	-574	1412
3	33	-368	863	775
3	12	1300	312	-1652
3	41	1816	1319	596
3	20	531	1809	201
3	65	1151	1766	1112
3	51	-804	833	1643
3	41	-1640	17	599
3	73	364	1976	109
3	10	-1071	-1315	-301
3	93	1810	-587	-943
3	61	-1702	-1952	241
3	82	1631	1169	-974
3	94	-1020	-823	-1109
3	81	-1619	852	1207
3	82	1096	1934	1229
3	49	-1445	-557	-328
3	37	-642	-1531	-1025
3	15	-748	-779	307
3	32	1748	-1526	-940
3	24	1598	540	-997
3	101	-1203	-21	408
3	69	1387	-347	-1838
3	71	1896	709	376
3	103	-290	-313	-1807
3	14	-293	-865	1790
3	38	-1141	894	387
3	60	-1855	1810	439
3	35	-1289	117	-1109
3	103	-1945	-609	-1986
3	96	1003	-132	-117
3	103	-1159	561	-701
3	24	1637	-1964	-934
3	61	-475	943	-1271
3	103	-1256	551	198
3	50	494	1304	-167
3	104	-418	1254	148
3	13	-243	436	-220
3	50	-331	985	-818
3	33	-1190	-1824	1974
3	97	-1423	1559	-1580
3	35	-1176	-587	-930
3	58	-1580	-1947	164
3	67	1674	-1453	1658
3	53	-1914	-244	-49
3	73	-163	1054	672
3	95	1418	-1818	-1428
3	94	76	720	1079
3	68	912	192	1655
3	81	795	596	952
3	66	1957	645	1636
3	39	1470	1805	-95
3	70	-29	227	1955
3	80	1309	-1377	-665
3	24	1672	-740	1942
3	57	1206	1540	-1069
3	29	-1118	1638	-1261
3	67	447	-563	1640
3	29	-875	-979	-1481
3	29	886	1613	-165
3	73	1252	1441	-1287
3	82	-1776	1400	-1093
3	13	449	-1059	-190
3	48	-193	-335	838
3	98	-1098	-760	392
3	66	1010	-839	68
3	49	1752	-936	1749
3	100	471	421	1419
3	34	-519	701	-1213
3	91	135	1472	-1847
3	93	-1153	1744	-273
3	101	-1570	1792	368
3	12	-1679	-1107	-759
3	83	-1976	-285	1968
3	16	276	1775	1812
3	18	-1557	1453	289
3	60	-1261	-243	121
3	42	1967	1240	-1863
3	77	-1993	-314	-1914
3	63	301	-1778	-1328
3	52	658	-1456	-1079
3	22	-1276	546	-1994
3	88	153	140	-795
3	32	-1645	858	1445
3	14	1111	-1118	724
3	28	-65	1887	-80
3	16	895	-108	1910
3	37	-443	-1657	-224
3	62	-369	1317	1946
3	48	-759	1985	-1881
3	76	106	-487	-997
3	11	-1550	-525	-1937
3	59	-1542	-1856	1098
3	82	853	-1461	88
3	48	-1562	-32	-946
3	19	-552	-1620	-1854
3	13	-1377	1354	-8
3	38	-755	355	1276
3	42	623	-973	-1830
3	9	1671	1333	1134
3	26	-1984	1326	268
3	72	-1321	-251	1427
3	16	749	319	594
3	24	393	-793	-1685
3	98	1325	-1173	-787
3	67	-1106	-1772	-887
3	79	1445	929	-11
3	101	-1110	-1006	1893
3	62	415	-1423	856
3	83	1554	-969	-1530
3	76	1902	-532	1090
3	25	549	1349	-1628
3	84	133	-1328	-890
3	61	89	-1445	1342
3	42	1303	-1098	-1955
3	66	-151	1340	-1912
3	15	-1939	-676	-1164
3	24	1451	-1368	-711
3	37	-260	1482	1186
3	92	587	1729	-1827
3	22	-1922	-711	604
3	65	1649	-1890	1408
3	41	195	-906	-9
3	48	-645	-1505	-884
3	76	559	1692	-1038
3	102	1649	-154	308
3	94	985	1636	-148
3	98	-1034	-642	-509
3	5	-445	191	1258
3	86	-637	579	55
3	102	-1272	613	441
3	72	-1838	1850	64
3	20	1588	1276	1152
3	72	-1849	762	888
3	35	-1470	727	1487
3	18	1812	-1673	-1063
3	70	681	-1090	1778
3	62	1254	662	-1295
3	88	-1103	-606	374
3	87	899	1183	-1190
3	73	-836	519	1262
3	80	-1827	1452	1603
3	22	1623	-1450	1338
3	80	530	958	701
3	90	1367	1847	1596
3	58	-146	1068	-821
3	75	-1921	793	-1044
3	11	-200	20	689
3	23	1632	1466	1500
3	50	745	1735	294
3	21	-642	-437	1593
3	71	1055	-1764	-1351
3	25	1338	-1487	1766
3	89	568	655	168
3	12	515	1732	272
3	6	1333	714	999
3	65	1483	-1230	-606
3	19	581	665	1379
3	54	-1049	-1258	1057
3	7	1752	1840	-1775
3	82	-586	1979	560
3	84	-425	-386	-1965
3	46	922	1800	1957
3	33	-702	1194	-1905
3	35	-1801	162	-1069
3	42	-1422	770	1694
3	43	717	-777	983
3	27	-1973	-729	2
3	85	577	-1730	-1341
3	97	1710	1288	1911
3	10	494	286	-865
3	62	-785	-983	-1994
3	91	-1969	-1637	-529
3	63	-117	143	1287
3	58	-1207	-333	62
3	96	1212	-1604	-1210
3	60	-1292	576	460
3	24	-1086	311	-1760
3	68	1172	-398	1468
3	23	-1233	1061	-424
3	36	-219	-1389	1138
3	66	-905	756	-1504
3	22	-1487	1127	157
3	17	572	1912	836
3	27	130	1603	-1751
3	76	-87	1115	1316
3	103	-154	1448	-1536
3	60	-1504	-298	-703
3	18	99	115	-1356
3	12	-1624	284	1328
3	40	1302	924	-1339
3	57	1397	-301	1329
3	88	-509	-1462	-436
3	24	654	1220	94
